seq,symbol,side,type,price,qty,order_id,action,ref_id
1,MSFT,BUY,LIMIT,401.22,38,1,NEW,
2,TSLA,BUY,LIMIT,417.47,55,2,NEW,
3,MSFT,BUY,LIMIT,401.13,96,3,NEW,
4,SPY,SELL,LIMIT,682.01,482,4,NEW,
5,NVDA,SELL,LIMIT,182.94,55,5,NEW,
6,MSFT,SELL,LIMIT,401.31,37,6,NEW,
7,MSFT,SELL,LIMIT,401.27,71,7,NEW,
8,MSFT,SELL,LIMIT,401.16,39,8,NEW,
9,MSFT,SELL,LIMIT,401.24,46,9,NEW,
10,GOOGL,SELL,LIMIT,305.77,58,10,NEW,
11,TSLA,SELL,LIMIT,417.44,89,11,NEW,
12,MSFT,BUY,LIMIT,401.03,42,12,NEW,
13,META,SELL,LIMIT,640.07,61,13,NEW,
14,AAPL,BUY,LIMIT,255.8,5,14,NEW,
15,AAPL,BUY,LIMIT,255.8,23,15,NEW,
16,SPY,SELL,LIMIT,682,88,16,NEW,
17,NVDA,SELL,LIMIT,182.96,77,17,NEW,
18,GOOGL,BUY,LIMIT,305.74,35,18,NEW,
19,AMZN,SELL,LIMIT,198.8,59,19,NEW,
20,SPY,SELL,LIMIT,682.02,99,20,NEW,
21,NVDA,SELL,LIMIT,182.99,12,21,NEW,
22,TSLA,SELL,LIMIT,417.67,403,22,NEW,
23,MSFT,SELL,LIMIT,401.12,72,23,NEW,
24,GOOGL,BUY,LIMIT,305.6,92,24,NEW,
25,AAPL,SELL,LIMIT,255.96,24,25,NEW,
26,SPY,BUY,LIMIT,681.72,74,26,NEW,
27,AMZN,BUY,LIMIT,198.7,68,27,NEW,
28,GOOGL,SELL,LIMIT,305.73,93,28,NEW,
29,SPY,SELL,LIMIT,681.81,92,29,NEW,
30,AAPL,BUY,LIMIT,255.78,68,30,NEW,
31,MSFT,BUY,LIMIT,400.75,98,31,NEW,
32,SPY,SELL,LIMIT,681.73,52,32,NEW,
33,SPY,SELL,LIMIT,681.73,52,33,NEW,
34,GOOGL,BUY,LIMIT,305.7,51,34,NEW,
35,MSFT,BUY,LIMIT,400.79,43,35,NEW,
36,AAPL,SELL,LIMIT,255.89,51,36,NEW,
37,TSLA,BUY,LIMIT,417.19,71,37,NEW,
38,GOOGL,BUY,LIMIT,305.64,5,38,NEW,
39,SPY,BUY,LIMIT,681.41,53,39,NEW,
40,MSFT,SELL,LIMIT,400.89,31,40,NEW,
41,GOOGL,BUY,LIMIT,305.61,3,41,NEW,
42,NVDA,BUY,LIMIT,183,66,42,NEW,
43,GOOGL,SELL,LIMIT,305.62,18,43,NEW,
44,SPY,SELL,LIMIT,681.73,929,44,NEW,
45,NVDA,SELL,LIMIT,183.15,62,45,NEW,
46,TSLA,BUY,LIMIT,417.37,6,46,NEW,
47,AMZN,SELL,LIMIT,198.71,85,47,NEW,
48,NVDA,SELL,LIMIT,183.09,17,48,NEW,
49,MSFT,BUY,LIMIT,400.9,47,49,NEW,
50,AAPL,BUY,LIMIT,255.81,72,50,NEW,
51,NVDA,BUY,LIMIT,182.97,93,51,NEW,
52,AAPL,BUY,LIMIT,255.87,28,52,NEW,
53,META,BUY,LIMIT,639.48,88,53,NEW,
54,GOOGL,SELL,LIMIT,305.57,46,54,NEW,
55,META,BUY,LIMIT,639.32,65,55,NEW,
56,MSFT,SELL,LIMIT,401,77,56,NEW,
